Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,ABS,Airbags,CD/MP3/Bluetooth,Caméra De Recul,Climatisation,ESP,Jantes Aluminium,Limiteur De Vitesse,Ordinateur De Bord,Radar De Recul,Régulateur De Vitesse,Sièges Cuir,Système De Navigation/GPS,Toit Ouvrant,Verrouillage Centralisé À Distance,Vitres Électriques
Hyundai Tucson Diesel Automatique 2022 à Temara,GLOBAL OCCAZ TEMARA,335000.0,Temara,Diesel,Automatique,6,7,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Excellent,Hyundai,Tucson,2022-01-01,5,1,32499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - BMW Série 3,KIFAL AUTO,375000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,BMW,Serie 3,2019-01-01,5,1,42499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot 301 Diesel Manuelle 2019 à El Jadida,REGRAGUI AUTO,95000.0,El Jadida,Diesel,Manuelle,6,16,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Peugeot,301,2019-01-01,5,1,104999.5,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1
Hyundai Elantra GLS Automatique 2019 1 er main,benona,163000.0,Casablanca,Diesel,Automatique,6,7,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,Elantra,2019-01-01,5,1,87499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Dacia Logan 16000km,Auto,133000.0,Fès,Diesel,Manuelle,6,4,"Voitures d'occasion, à vendre",Route de Meknes,WW au Maroc,Excellent,Dacia,Logan,2022-01-01,5,1,12499.5,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
Mercedes-Benz Classe A Diesel Automatique 2021,Poni auto,360000.0,Marrakech,Diesel,Automatique,8,14,"Voitures d'occasion, à vendre",M'Hamid,WW au Maroc,Excellent,Mercedes-Benz,Classe A,2021-01-01,5,0,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PEUGEOT 3008 2.0 GT-LINE AUTOMATIC EAT8 FULLOPTION,AUTOMOBILES TINGIS,289000.0,Tanger,Diesel,Automatique,8,20,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Peugeot,3008,2020-01-01,5,0,97499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RS Megane,abdelilah,290000.0,Nador,Essence,Automatique,10,9,"Voitures d'occasion, à vendre",Al aroui,WW au Maroc,Excellent,Renault,Megane,2020-01-01,5,0,37499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - HYUNDAI Tucson,KIFAL AUTO,190000.0,Marrakech,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Hyundai,Tucson,2016-01-01,5,1,184999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - MERCEDES-BENZ Classe C,KIFAL AUTO,355000.0,Rabat,Diesel,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2017-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - DACIA Duster,KIFAL AUTO,173000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Dacia,Duster,2021-01-01,5,1,82499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Tiguan Diesel Automatique 2016,AUTO EL HAJEB,310000.0,El Hajeb,Diesel,Automatique,8,10,"Voitures d'occasion, à vendre",Toute la ville,Dédouanée,Très bon,Volkswagen,Tiguan,2016-01-01,5,1,184999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Arteon Diesel Automatique 2019 à Rabat,Saad,250000.0,Rabat,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,Volkswagen,Arteon,2019-01-01,5,1,164999.5,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
Mercedes-Benz Classe ML Diesel Automatique 2013,Particulier,197000.0,Casablanca,Diesel,Automatique,9,6,"Voitures d'occasion, à vendre",Palmier,WW au Maroc,Très bon,Mercedes-Benz,CLASSE ML,2013-01-01,5,0,274999.5,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
KIFAL - NISSAN Qashqai,KIFAL AUTO,247000.0,Rabat,Essence,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Nissan,Qashqai,2022-01-01,5,1,7499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - FORD Transit,KIFAL AUTO,225000.0,Casablanca,Diesel,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Ford,Transit,2018-01-01,5,1,114999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - LAND-ROVER Range Rover Velar,KIFAL AUTO,545000.0,Agadir,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Land Rover,Range Rover,2021-01-01,5,1,67499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Kuga premier main,fahd auto,235000.0,Tétouan,Diesel,Automatique,8,15,"Voitures d'occasion, à vendre",Medina,WW au Maroc,Excellent,Ford,Kuga,2020-01-01,5,1,72499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
Skoda Octavia Diesel Automatique 2015 à Casablanca,Particulier,148000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Excellent,Skoda,Octavia,2015-01-01,5,1,154999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Jeep Grand Cherokee Diesel Automatique 2016,Frères Benkhadda,178000.0,Casablanca,Diesel,Automatique,12,20,"Voitures d'occasion, à vendre",Aïn Borja,WW au Maroc,Excellent,Jeep,Grand Cherokee,2016-01-01,5,1,134999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peugeot 301 Diesel 2016,amine bachiri,79000.0,Casablanca,Diesel,Manuelle,6,4,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Excellent,Peugeot,301,2016-01-01,5,0,114999.5,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
Toyota Corolla Diesel Manuelle 2008 à El Jadida,REGRAGUI AUTO,80000.0,El Jadida,Diesel,Manuelle,5,16,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Toyota,Corolla,2008-01-01,5,1,174999.5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
C 320,abdelilah,115000.0,Nador,Diesel,Automatique,12,8,"Voitures d'occasion, à vendre",Al aroui,Importée neuve,Très bon,Mercedes-Benz,Classe C,2008-01-01,5,0,274999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Volkswagen Polo Diesel Manuelle 2014 à El Jadida,Particulier,95000.0,El Jadida,Diesel,Manuelle,6,14,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Volkswagen,Polo,2014-01-01,5,0,174999.5,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1
Jeep Grand Cherokee Diesel vignette 2024 Payee,Particulier,139000.0,El Jadida,Diesel,Automatique,11,13,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Jeep,Grand Cherokee,2014-01-01,5,0,144999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
BMW Série 3 Diesel Automatique 2019 à El Jadida,Particulier,295000.0,El Jadida,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,BMW,Serie 3,2019-01-01,5,1,114999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Fiat 500 X Essence Automatique 2023 à Casablanca,Particulier,252000.0,Casablanca,Essence,Automatique,8,4,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Fiat,500X,2023-01-01,5,1,2499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
KIFAL - VOLKSWAGEN Touareg,Particulier,195000.0,Casablanca,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Touareg,2017-01-01,5,1,174999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Focus,Particulier,165000.0,Azrou,Diesel,Manuelle,6,3,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Excellent,Ford,Focus,2018-01-01,5,0,42499.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Hyundai Tucson Diesel Manuelle 2019 à Casablanca,Particulier,220000.0,Casablanca,Diesel,Manuelle,6,15,"Voitures d'occasion, à vendre",Sidi Bernoussi,WW au Maroc,Très bon,Hyundai,Tucson,2019-01-01,5,0,114999.5,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
Renault Scenic Diesel Manuelle 2006 à Oujda,Particulier,62000.0,Oujda,Diesel,Manuelle,6,11,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Renault,Scenic,2006-01-01,5,1,224999.5,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
Mercedes-Benz Classe C Coupé Diesel Automatique,Particulier,165000.0,Casablanca,Diesel,Automatique,9,8,"Voitures d'occasion, à vendre",Hay Laymouna,WW au Maroc,Neuf,Mercedes-Benz,CLASSE C COUPE,2013-01-01,3,1,174999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peugeot 308,Particulier,149000.0,Tanger,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Excellent,Peugeot,308,2016-01-01,5,0,82499.5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
Renault express,Particulier,168000.0,Tanger,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Excellent,Renault,EXPRESS,2022-01-01,5,1,42499.5,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1
Toyota C-HR Hybride Automatique 2020 à Casablanca,Particulier,229000.0,Casablanca,Hybride,Automatique,10,4,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Toyota,C-HR,2020-01-01,5,1,62499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - HYUNDAI Tucson,Particulier,330000.0,Marrakech,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Hyundai,Tucson,2022-01-01,5,1,97499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seat leon 2018,Particulier,137000.0,Tanger,Diesel,Manuelle,7,7,"Voitures d'occasion, à vendre",Al Mandar Al Jamil,WW au Maroc,Excellent,Seat,Leon,2018-01-01,5,1,124999.5,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
Volkswagen Passat Diesel Automatique 2016,Particulier,165000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Ain Sebaa,Dédouanée,Excellent,Volkswagen,Passat,2016-01-01,5,1,144999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MERCEDES CLASS C 220 premiere main pack AMG,Particulier,252000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2015-01-01,5,1,144999.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
KIFAL - TOYOTA COROLLA CROSS,Particulier,279000.0,Casablanca,Hybride,Manuelle,10,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Toyota,corolla_cross,2021-01-01,5,1,12499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault Captur Diesel Manuelle 2023 à Casablanca,Particulier,200000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Californie,WW au Maroc,Neuf,Renault,Captur,2023-01-01,5,1,27499.5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
KIFAL - MERCEDES-BENZ GLE Coupé,Particulier,479000.0,Casablanca,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,classe_gle_coupe,2019-01-01,5,1,134999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - TOYOTA Corolla Sport,Particulier,249000.0,Casablanca,Hybride,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Toyota,corolla_sport,2021-01-01,5,1,2499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Atos Essence Manuelle 2007 à Marrakech,Particulier,47000.0,Marrakech,Essence,Manuelle,6,4,"Voitures d'occasion, à vendre",Massira 1,WW au Maroc,Excellent,Hyundai,Atos,2007-01-01,5,0,184999.5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
KIFAL - LAND-ROVER Range Rover Sport,Particulier,362000.0,Marrakech,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2014-01-01,5,1,164999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - PEUGEOT 208,Particulier,180000.0,Rabat,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Peugeot,208,2021-01-01,5,1,72499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - VOLKSWAGEN Tiguan,Particulier,335000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Tiguan,2020-01-01,5,1,97499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORD KUGA 1.5 TDCI 120 DIESEL 6CV 1ÈRE MAIN TREND,Particulier,258000.0,Tanger,Diesel,Manuelle,6,20,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Neuf,Ford,Kuga,2022-01-01,5,1,77499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
opel combo live,Particulier,179000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Sidi Bernoussi,WW au Maroc,Excellent,Opel,combo_life,2023-01-01,5,1,2499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Volvo XC60 Diesel Automatique 2018 à Casablanca,Particulier,269000.0,Casablanca,Diesel,Automatique,8,6,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Très bon,Volvo,XC60,2018-01-01,5,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
BMW Série 5 Diesel Automatique 2018 à Rabat,Particulier,293000.0,Rabat,Diesel,Automatique,8,7,"Voitures d'occasion, à vendre",Guich Oudaya,WW au Maroc,Neuf,BMW,Serie 5,2018-01-01,5,1,224999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaguar F-Pace Diesel Automatique 2017 à Casablanca,Particulier,270000.0,Casablanca,Diesel,Automatique,12,8,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Très bon,Jaguar,F-PACE,2017-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot 208 Diesel Manuelle 2021 à Tanger,Particulier,145000.0,Tanger,Diesel,Manuelle,6,20,"Voitures d'occasion, à vendre",Drissia,WW au Maroc,Excellent,Peugeot,208,2021-01-01,5,1,92499.5,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1
Jaguar XE Diesel Automatique 2016 à Tétouan,Particulier,240000.0,Tétouan,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Al Azhar,WW au Maroc,Très bon,Jaguar,XE,2016-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz 220 Diesel Automatique 2010 à Nador,Particulier,179000.0,Nador,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Al aroui,Dédouanée,Excellent,Mercedes-Benz,220,2010-01-01,5,0,194999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hyundai atos,Particulier,44000.0,Casablanca,Essence,Manuelle,6,6,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,Atos,2005-01-01,5,0,27499.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Renault Clio Diesel Manuelle 2023 à Rabat,Particulier,100000.0,Rabat,Diesel,Manuelle,6,3,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,Renault,Clio,2023-01-01,5,1,52499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
octavia bien entretenue,Particulier,168000.0,Rabat,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,Skoda,Octavia,2016-01-01,5,0,194999.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Mitsubishi Pajero,Particulier,80000.0,Ain Sbit,Diesel,Automatique,13,8,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Neuf,Mitsubishi,pajero,2007-01-01,5,0,17499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Kuga Titanium 2020,Particulier,240000.0,Tanger,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Mesnana,WW au Maroc,Excellent,Ford,Kuga,2020-01-01,5,1,82499.5,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
Audi Q5 Diesel Automatique 2017 à Casablanca,Particulier,270000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Audi,Q5,2017-01-01,5,1,114999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
PEUGEOT 3008 automatique première main,Particulier,219000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Peugeot,3008,2019-01-01,5,1,92499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
BMW Série 3 Diesel Automatique 2013 à Casablanca,Particulier,180000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,BMW,Serie 3,2013-01-01,5,0,194999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kia Carnival Diesel Automatique 2023 à Casablanca,Particulier,479000.0,Casablanca,Diesel,Automatique,9,19,"Voitures d'occasion, à vendre",Sidi Bernoussi,WW au Maroc,Très bon,Kia,CARNIVAL,2023-01-01,5,0,27499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
golf 4 mliha,Particulier,55000.0,Essaouira,Diesel,Manuelle,8,4,"Voitures d'occasion, à vendre",Skala,Dédouanée,Bon,Volkswagen,GOLF 4,1999-01-01,5,0,224999.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Ford Kuga Diesel Manuelle 2016 à Casablanca,Particulier,155000.0,Casablanca,Diesel,Manuelle,8,5,"Voitures d'occasion, à vendre",Bournazil,WW au Maroc,Très bon,Ford,Kuga,2016-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skoda Octavia Diesel Manuelle 2017 à Mohammedia,Particulier,170000.0,Mohammedia,Diesel,Manuelle,8,6,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Très bon,Skoda,Octavia,2017-01-01,3,1,224999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot tepee,Particulier,80000.0,Temara,Diesel,Manuelle,6,5,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Très bon,Peugeot,Tepee,2017-01-01,5,0,164999.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Renault Clio Diesel Automatique 2019 à Fès,Particulier,135000.0,Fès,Diesel,Automatique,6,6,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Renault,Clio,2019-01-01,5,0,154999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Opel crossland x 1ère main,Particulier,158000.0,Rabat,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,Opel,Crossland X,2021-01-01,5,0,57499.5,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
Fiat Fiorino Diesel Manuelle 2018 à Tétouan,Particulier,105000.0,Tétouan,Diesel,Manuelle,6,10,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Très bon,Fiat,FIORINO,2018-01-01,5,0,114999.5,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
Peugeot 5008 Diesel Automatique 2019 à Casablanca,Particulier,239000.0,Casablanca,Diesel,Automatique,8,5,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Très bon,Peugeot,5008,2019-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiat Ducato L1H1 Diesel WW,Particulier,125000.0,Casablanca,Diesel,Manuelle,8,13,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Fiat,Ducato,2019-01-01,5,1,134999.5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
Land Rover Range Rover Evoque Diesel Automatique,Particulier,350000.0,Casablanca,Diesel,Automatique,8,10,"Voitures d'occasion, à vendre",Bourgogne,WW au Maroc,Excellent,Land Rover,Range Rover Evoque,2019-01-01,5,1,92499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Audi A5 Essence Automatique 2009 à Rabat,Particulier,85000.0,Rabat,Essence,Automatique,18,8,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Excellent,Audi,A5,2009-01-01,3,0,104999.5,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1
Renault Express Diesel Manuelle 2022 à Tétouan,Particulier,167000.0,Tétouan,Diesel,Manuelle,6,10,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Très bon,Renault,EXPRESS,2022-01-01,5,1,52499.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
Fiat Fullback Diesel,Particulier,135000.0,Fès,Diesel,Manuelle,10,8,"Voitures d'occasion, à vendre",Route de Sefrou,Dédouanée,Très bon,Fiat,fullback,2020-01-01,3,1,224999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Polo Diesel Manuelle 2012 à Rabat,Particulier,103000.0,Rabat,Diesel,Manuelle,5,5,"Voitures d'occasion, à vendre",Guich Oudaya,WW au Maroc,Excellent,Volkswagen,Polo,2012-01-01,5,1,52499.5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Dacia Logan Essence Automatique 2022 à Tétouan,Particulier,132000.0,Tétouan,Essence,Automatique,6,9,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Très bon,Dacia,Logan,2022-01-01,5,0,47499.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
toyota corola,Particulier,135000.0,Tétouan,Diesel,Manuelle,6,10,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Très bon,Toyota,Corolla,2017-01-01,5,1,154999.5,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1
Citroen C-Elysée Essence Manuelle 2018 à Rabat,Particulier,89000.0,Rabat,Essence,Manuelle,7,6,"Voitures d'occasion, à vendre",Hay el Fath,WW au Maroc,Excellent,Citroen,C-Elysée,2018-01-01,5,1,77499.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Ford Kuga Diesel Manuelle 2013 à Rabat,Particulier,153000.0,Rabat,Diesel,Manuelle,8,11,"Voitures d'occasion, à vendre",Massira,WW au Maroc,Excellent,Ford,Kuga,2013-01-01,5,1,124999.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Nissan Juke Diesel Manuelle 2013 à Casablanca,Particulier,130000.0,Casablanca,Diesel,Manuelle,6,3,"Voitures d'occasion, à vendre",Belvédère,WW au Maroc,Excellent,Nissan,Juke,2013-01-01,5,0,144999.5,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1
BMW X1 116D,Particulier,209000.0,Oujda,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,Dédouanée,Neuf,BMW,X1,2016-01-01,5,1,164999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Dacia Duster Tout options,Pol bn,105000.0,Tanger,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Ahlane,WW au Maroc,Excellent,Dacia,Duster,2012-01-01,5,1,194999.5,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0
Jeep Grand Cherokee Diesel Automatique 2017,sergio giorgis,190000.0,Agadir,Diesel,Automatique,12,4,"Voitures d'occasion, à vendre",Agadir Oufella,WW au Maroc,Très bon,Jeep,Grand Cherokee,2017-01-01,5,0,124999.5,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1
Land Rover Range Rover Vogue Diesel Automatique,Driss auto,350000.0,Casablanca,Diesel,Automatique,12,9,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Land Rover,range_rover_vogue,2014-01-01,5,1,164999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Porsche Cayenne Coupé turbo S 680cv e hybrid,Autoparis,1390000.0,Casablanca,Essence,Automatique,28,10,"Voitures d'occasion, à vendre",Hay Hassani,Importée neuve,Excellent,Porsche,cayenne_coupe,2020-01-01,5,1,77499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
très belle c5 aircross,Khalid salhi,215000.0,Agadir,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Citroen,C5 Aircross,2020-01-01,5,1,77499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Ford Kuga Diesel Automatique 2014 à Tétouan,auto soulaiman,165000.0,Tétouan,Diesel,Automatique,8,11,"Voitures d'occasion, à vendre",Al Azhar,WW au Maroc,Excellent,Ford,Kuga,2014-01-01,5,1,154999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alfa Romeo Stelvio Diesel Automatique 2018,benis,275000.0,Casablanca,Diesel,Automatique,9,5,"Voitures d'occasion, à vendre",Aïn Diab,WW au Maroc,Excellent,Alfa Romeo,Stelvio,2018-01-01,5,1,134999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hyundai ix 35 Diesel Manuelle 2011 à Oujda,AL WATANI AUTO,123000.0,Oujda,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Bd Allal el fassi,WW au Maroc,Très bon,Hyundai,ix 35,2011-01-01,5,1,224999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Jeep Renegade Diesel Automatique 2019 à Rabat,Best way car,179000.0,Rabat,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Hay el Fath,WW au Maroc,Excellent,Jeep,Renegade,2019-01-01,5,1,97499.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
