Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,Equipements
Mercedes-Benz Classe A 220d pack amg 2021,Auto Store,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,8 CV,9 Images,"Voitures d'occasion, à vendre",Hassan,Importée neuve,Excellent,Mercedes-Benz,Classe A,2021,5,Oui,40 000 - 44 999,"['Verrouillage Centralisé À Distance', 'Ordinateur De Bord', 'Radar De Recul', 'Caméra De Recul', 'Climatisation', 'Vitres Électriques', 'Jantes Aluminium', 'ESP', 'CD/MP3/Bluetooth', 'Système De Navigation/GPS', 'ABS', 'Airbags', 'Toit Ouvrant', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Sièges Cuir']"
berlingo double coullisse,Youssef Ell,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Citroen,Berlingo,2019,5,,110 000 - 119 999,"['CD/MP3/Bluetooth', 'ABS', 'Airbags', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'Climatisation']"
KIFAL - BMW X5,KIFAL AUTO,278 000 DH,Casablanca,Diesel,,8 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,,,BMW,X5,2016,,,150 000 - 159 999,[]
Toyota C-HR Hybride Automatique 2019 à Casablanca,TOYOTA OCCASION,205 000 DH,Casablanca,Hybride,Automatique,10 CV,5 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Toyota,C-HR,2019,5,Oui,40 000 - 44 999,"['Ordinateur De Bord', 'Verrouillage Centralisé À Distance', 'Airbags', 'Régulateur De Vitesse', 'Climatisation', 'ABS', 'ESP', 'Jantes Aluminium', 'Caméra De Recul', 'Vitres Électriques']"
Hyundai Santa Fe Diesel Automatique 2022,Auto24 - Occasions Certifiées Maroc,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,9 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,Santa Fe,2022,,Oui,50 000 - 54 999,"['Système De Navigation/GPS', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Caméra De Recul', 'Airbags', 'ESP', 'ABS', 'Toit Ouvrant', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Ordinateur De Bord', 'Radar De Recul', 'Climatisation', 'Sièges Cuir', 'Régulateur De Vitesse', 'Jantes Aluminium']"
Audi Q8 Diesel Automatique 2024 à Casablanca,auto Ghali,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,10 Images,"Voitures d'occasion, à vendre",Aïn Chock,Importée neuve,Neuf,Audi,Q8,2024,5,,0 - 4 999,[]
Audi Q5 2.0 TDi Quattro 2017 diwana,VIP Auto Tanger,465 000 DH,Tanger,Diesel,Automatique,8 CV,19 Images,"Voitures d'occasion, à vendre",Mozart,Dédouanée,Très bon,Audi,Q5,2017,5,Non,180 000 - 189 999,"['ABS', 'Radar De Recul', 'Toit Ouvrant', 'Ordinateur De Bord', 'Système De Navigation/GPS', 'Jantes Aluminium', 'ESP', 'Régulateur De Vitesse', 'CD/MP3/Bluetooth', 'Airbags', 'Verrouillage Centralisé À Distance', 'Climatisation', 'Caméra De Recul', 'Vitres Électriques', 'Sièges Cuir', 'Limiteur De Vitesse']"
BMW X3 Diesel Automatique 2019 à Casablanca,Supreme auto,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,BMW,X3,2019,5,Oui,70 000 - 74 999,"['Toit Ouvrant', 'Airbags', 'Jantes Aluminium', 'Sièges Cuir', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Ordinateur De Bord', 'ABS', 'Climatisation', 'Régulateur De Vitesse', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'ESP', 'Limiteur De Vitesse', 'Caméra De Recul', 'Système De Navigation/GPS']"
Volkswagen Golf 7 Diesel Automatique 2016 à Rabat,Auto prestige,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Hay Nahda,Dédouanée,Très bon,Volkswagen,GOLF 7,2016,5,Oui,140 000 - 149 999,"['Ordinateur De Bord', 'ABS', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Caméra De Recul', 'Airbags', 'Verrouillage Centralisé À Distance', 'Système De Navigation/GPS', 'Jantes Aluminium', 'Régulateur De Vitesse', 'Climatisation', 'ESP', 'Limiteur De Vitesse', 'Sièges Cuir']"
Toyota C-HR Hybride Automatique 2019 à Marrakech,TOYOTA OCCASIONS MARRAKECH,189 999 DH,Marrakech,Hybride,Automatique,10 CV,5 Images,"Voitures d'occasion, à vendre",Route de Casablanca,WW au Maroc,Bon,Toyota,C-HR,2019,,Oui,85 000 - 89 999,"['Airbags', 'ABS', 'Ordinateur De Bord', 'ESP', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'Climatisation', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'Caméra De Recul', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'Vitres Électriques']"
Renault Express Diesel Manuelle 2022 à Casablanca,Hmizat auto moto,142 000 DH,Casablanca,Diesel,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Oulfa,WW au Maroc,Excellent,Renault,EXPRESS,2022,5,Oui,35 000 - 39 999,[]
206 Essence,mamon,40 000 DH,Temara,Essence,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Wifak,WW au Maroc,Très bon,Peugeot,206,2004,,,0 - 4 999,"['Jantes Aluminium', 'ABS', 'Airbags', 'Vitres Électriques', 'Verrouillage Centralisé À Distance']"
hyundai i10 clim,hafid,75 000 DH,Casablanca,Essence,Manuelle,4 CV,7 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Très bon,Hyundai,i 10,2017,5,,180 000 - 189 999,"['ABS', 'ESP', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance', 'Ordinateur De Bord', 'Climatisation', 'Airbags']"
Renault Clio Diesel Manuelle 2017 à Oujda,AL WATANI AUTO,129 000 DH,Oujda,Diesel,Manuelle,6 CV,13 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Renault,Clio,2017,5,Oui,60 000 - 64 999,"['Caméra De Recul', 'Régulateur De Vitesse', 'Verrouillage Centralisé À Distance', 'Toit Ouvrant', 'Système De Navigation/GPS', 'Airbags', 'Climatisation', 'Radar De Recul', 'ABS', 'CD/MP3/Bluetooth', 'Limiteur De Vitesse', 'Vitres Électriques', 'Jantes Aluminium', 'ESP']"
Land Rover Range Rover Sport Diesel Automatique,AUTO MAHER Luxury Cars,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,15 Images,"Voitures d'occasion, à vendre",Californie,Importée neuve,Excellent,Land Rover,Range Rover Sport,2018,5,Oui,70 000 - 74 999,"['Caméra De Recul', 'ABS', 'Jantes Aluminium', 'Système De Navigation/GPS', 'CD/MP3/Bluetooth', 'Airbags', 'Toit Ouvrant', 'Ordinateur De Bord', 'Radar De Recul', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Sièges Cuir', 'Régulateur De Vitesse', 'Vitres Électriques', 'ESP', 'Climatisation']"
VW POLO 1.0 MPI EDITION 12.000KM TOUTES OPTIONS,AUTOMOBILES TINGIS,187 000 DH,Tanger,Essence,Manuelle,6 CV,20 Images,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Neuf,Volkswagen,Polo,2022,5,Non,10 000 - 14 999,"['Vitres Électriques', 'ABS', 'Verrouillage Centralisé À Distance', 'ESP', 'Toit Ouvrant', 'Jantes Aluminium', 'Climatisation', 'Radar De Recul', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Système De Navigation/GPS', 'Airbags', 'Régulateur De Vitesse']"
Volkswagen Caddy Diesel Automatique 2015,GenovaAuto,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,9 Images,"Voitures d'occasion, à vendre",Aïn Chock,Dédouanée,Très bon,Volkswagen,Caddy,2015,5,Oui,170 000 - 179 999,[]
Hyundai Elantra Hybride Automatique 2023,Mr,245 000 DH,Casablanca,Hybride,Automatique,6 CV,8 Images,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Neuf,Hyundai,Elantra,2023,5,Oui,10 000 - 14 999,"['Airbags', 'Jantes Aluminium', 'Régulateur De Vitesse', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Ordinateur De Bord', 'Radar De Recul', 'Système De Navigation/GPS', 'Caméra De Recul', 'Vitres Électriques']"
Audi Q8 S line Diesel Automatique 2020,Benmoussa,900 000 DH,Casablanca,Diesel,Automatique,12 CV,4 Images,"Voitures d'occasion, à vendre",Maarif,,Excellent,Audi,Q8,2020,,Oui,50 000 - 54 999,[]
Fiat Punto,Achraf Bouhmam,78 000 DH,Tanger,Diesel,Manuelle,5 CV,6 Images,"Voitures d'occasion, à vendre",Ain El Hayani,,Très bon,Fiat,Punto,2015,5,Non,10 000 - 14 999,"['Climatisation', 'Airbags', 'Jantes Aluminium']"
Renault kangoo,najib,PRIX NON SPÉCIFIÉ,Safi,Diesel,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Renault,Kangoo,2016,5,Oui,150 000 - 159 999,"['Airbags', 'Verrouillage Centralisé À Distance', 'Climatisation', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Radar De Recul', 'ABS', 'ESP', 'Ordinateur De Bord', 'Caméra De Recul']"
clio 4 gt line,Solaiman,94 000 DH,Tanger,Diesel,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Neuf,Renault,Clio,2015,5,Non,180 000 - 189 999,[]
داسيا لوغان موديل 2008 مازوط,ali ali,52 000 DH,Errachidia,Diesel,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Toute la ville,,,Dacia,Logan,2008,,Oui,350 000 - 399 999,[]
Mercedes 190,Mohamed,PRIX NON SPÉCIFIÉ,Fès,Diesel,Manuelle,,8 Images,"Voitures d'occasion, à vendre",Agdal,,,Mercedes-Benz,190,1992,,,30 000 - 34 999,[]
Renault Talisman Diesel Automatique 2018 à Rabat,auto salim,230 000 DH,Rabat,Diesel,Automatique,6 CV,6 Images,"Voitures d'occasion, à vendre",Al Irfane,WW au Maroc,Excellent,Renault,Talisman,2018,5,Oui,110 000 - 119 999,"['Ordinateur De Bord', 'Radar De Recul', 'Sièges Cuir', 'Caméra De Recul', 'ESP', 'Vitres Électriques', 'Jantes Aluminium', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'Airbags', 'Climatisation', 'Verrouillage Centralisé À Distance', 'CD/MP3/Bluetooth', 'Limiteur De Vitesse', 'ABS']"
Citroen C4 Picasso Diesel Manuelle 2010,hicham alouane,83 000 DH,Casablanca,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Hay Mohammadi,WW au Maroc,Excellent,Citroen,C4 Picasso,2010,5,Non,120 000 - 129 999,"['Vitres Électriques', 'Airbags', 'Climatisation', 'ABS', 'Jantes Aluminium', 'CD/MP3/Bluetooth']"
peoguet 208,marhba,105 000 DH,Bab Berred,Diesel,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Correct,Peugeot,208,2021,5,Oui,50 000 - 54 999,"['Régulateur De Vitesse', 'Radar De Recul', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'Vitres Électriques', 'Toit Ouvrant', 'Airbags', 'Sièges Cuir', 'ESP', 'ABS', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Ordinateur De Bord', 'Climatisation', 'CD/MP3/Bluetooth', 'Caméra De Recul']"
Seat Leon FR Diesel Automatique,auto Ghali,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,12 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Neuf,Seat,Leon,2024,5,,0 - 4 999,"['Caméra De Recul', 'Climatisation', 'Airbags', 'Verrouillage Centralisé À Distance', 'Radar De Recul', 'Régulateur De Vitesse', 'Jantes Aluminium', 'ABS', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Sièges Cuir', 'Système De Navigation/GPS', 'Vitres Électriques', 'CD/MP3/Bluetooth', 'ESP', 'Toit Ouvrant']"
BMW Série 3 Diesel Manuelle dédouanée en 2018,Hicham,115 000 DH,Kénitra,Diesel,Manuelle,8 CV,7 Images,"Voitures d'occasion, à vendre",Bir Rami,Dédouanée,Très bon,BMW,Serie 3,2012,5,Non,200 000 - 249 999,"['Régulateur De Vitesse', 'ESP', 'Climatisation', 'Verrouillage Centralisé À Distance', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Jantes Aluminium', 'Vitres Électriques', 'Système De Navigation/GPS', 'ABS', 'Airbags']"
Renault 19,Dak Coco,40 000 DH,Dakhla,Diesel,Manuelle,7 CV,6 Images,"Voitures d'occasion, à vendre",Toute la ville,Dédouanée,Très bon,Renault,19,1994,5,Non,15 000 - 19 999,"['Jantes Aluminium', 'Vitres Électriques', 'Verrouillage Centralisé À Distance']"
Peugeot 3008 GT-Line Automatique 2019 74000KM,TOYOTA OCCASION,289 000 DH,Casablanca,Diesel,Automatique,8 CV,3 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Peugeot,3008,2019,5,Non,70 000 - 74 999,[]
Renault Megane Diesel Manuelle 2011 à Casablanca,Moulay Ahmed,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Autre secteur,Dédouanée,Excellent,Renault,Megane,2011,5,Oui,160 000 - 169 999,"['Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'CD/MP3/Bluetooth', 'Sièges Cuir', 'Climatisation', 'Caméra De Recul', 'Airbags', 'Radar De Recul', 'Jantes Aluminium', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Vitres Électriques', 'ESP', 'ABS']"
Dacia Sandero Stepway Diesel Manuelle 2019,NMR GENERAL,PRIX NON SPÉCIFIÉ,Marrakech,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Excellent,Dacia,sandero_stepway,2019,5,,120 000 - 129 999,"['CD/MP3/Bluetooth', 'ABS', 'Régulateur De Vitesse', 'Radar De Recul', 'Limiteur De Vitesse', 'Ordinateur De Bord', 'Airbags', 'Verrouillage Centralisé À Distance', 'ESP', 'Vitres Électriques']"
Dacia Duster diesel 2013,chakib,100 000 DH,Casablanca,Diesel,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Hay Mohammadi,WW au Maroc,Très bon,Dacia,Duster,2013,5,Non,190 000 - 199 999,"['Climatisation', 'Vitres Électriques', 'Airbags', 'ESP', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'ABS']"
Mercedes-Benz Classe C Diesel Automatique 2017,Tazi amine,195 000 DH,Casablanca,Diesel,Automatique,6 CV,7 Images,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2017,5,Oui,190 000 - 199 999,[]
Ford Focus Diesel Manuelle 2012 à Kénitra,Auto Tiddas,112 000 DH,Kénitra,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Ford,Focus,2012,5,Oui,130 000 - 139 999,"['ESP', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'Régulateur De Vitesse', 'Radar De Recul', 'Ordinateur De Bord', 'Airbags', 'Climatisation', 'Vitres Électriques', 'ABS', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse']"
Peugeot 208 Diesel Manuelle 2021 à Marrakech,TOYOTA OCCASIONS MARRAKECH,153 000 DH,Marrakech,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Route de Casablanca,WW au Maroc,Très bon,Peugeot,208,2021,5,Oui,55 000 - 59 999,"['ESP', 'Verrouillage Centralisé À Distance', 'Airbags', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'CD/MP3/Bluetooth', 'Ordinateur De Bord', 'Jantes Aluminium', 'Radar De Recul', 'ABS', 'Climatisation', 'Vitres Électriques']"
Renault Clio Diesel Manuelle 2019 à Fès,AUTO AMIR FES,110 000 DH,Fès,Diesel,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Hay Saada,WW au Maroc,Excellent,Renault,Clio,2019,5,Non,90 000 - 94 999,"['Climatisation', 'Vitres Électriques', 'ABS', 'ESP', 'Système De Navigation/GPS', 'Airbags', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Limiteur De Vitesse']"
CAYENNE TURBO OFF ROAD,RPM GARAGE,PRIX NON SPÉCIFIÉ,Marrakech,Essence,Automatique,26 CV,13 Images,"Voitures d'occasion, à vendre",Sidi Ghanem,Importée neuve,Très bon,Porsche,Cayenne,2003,5,Non,180 000 - 189 999,"['Ordinateur De Bord', 'Toit Ouvrant', 'Airbags', 'Verrouillage Centralisé À Distance', 'Caméra De Recul', 'Sièges Cuir', 'Système De Navigation/GPS', 'ESP', 'ABS', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'Radar De Recul', 'Régulateur De Vitesse', 'Climatisation', 'Limiteur De Vitesse', 'Vitres Électriques']"
Dacia Dokker Diesel Manuelle 2021 à Béni Mellal,Mohamed,128 000 DH,Béni Mellal,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Excellent,Dacia,Dokker,2021,5,Oui,55 000 - 59 999,"['Vitres Électriques', 'ESP', 'CD/MP3/Bluetooth', 'Climatisation', 'ABS', 'Airbags']"
Ford Mustang coupé Cabriolet 1966 (collection),Luxury Auto,PRIX NON SPÉCIFIÉ,Casablanca,Essence,Manuelle,17 CV,14 Images,"Voitures d'occasion, à vendre",Anfa,Importée neuve,Excellent,Ford,mustang_cabriolet,1980 ou plus ancien,3,,10 000 - 14 999,[]
Skoda Octavia Diesel Automatique 2019 à Marrakech,NMR GENERAL,PRIX NON SPÉCIFIÉ,Marrakech,Diesel,Automatique,8 CV,4 Images,"Voitures d'occasion, à vendre",Hay Targa,WW au Maroc,Excellent,Skoda,Octavia,2019,5,,100 000 - 109 999,"['Climatisation', 'Airbags', 'Ordinateur De Bord', 'Sièges Cuir', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'ABS', 'ESP', 'Radar De Recul']"
Audi A3 Diesel Automatique 2023 à Casablanca,Amine,620 000 DH,Casablanca,Diesel,Automatique,8 CV,6 Images,"Voitures d'occasion, à vendre",Anfa,Importée neuve,Excellent,Audi,A3,2023,5,Oui,20 000 - 24 999,[]
Volkswagen Golf 7 Diesel Automatique 2018,abdeltif,205 000 DH,Casablanca,Diesel,Automatique,8 CV,7 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Volkswagen,GOLF 7,2018,5,Oui,130 000 - 139 999,"['CD/MP3/Bluetooth', 'Ordinateur De Bord', 'Radar De Recul', 'Vitres Électriques', 'Airbags', 'Sièges Cuir', 'Régulateur De Vitesse', 'Verrouillage Centralisé À Distance', 'ESP', 'Caméra De Recul', 'Jantes Aluminium', 'Système De Navigation/GPS', 'ABS', 'Climatisation', 'Limiteur De Vitesse']"
Nissan Qashqai Diesel Manuelle 2018 à Casablanca,Ahmed,189 000 DH,Casablanca,Diesel,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Nissan,Qashqai,2018,5,Oui,110 000 - 119 999,"['Vitres Électriques', 'Verrouillage Centralisé À Distance', 'Climatisation', 'ESP', 'Ordinateur De Bord', 'Radar De Recul', 'Limiteur De Vitesse', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'ABS', 'Caméra De Recul', 'Système De Navigation/GPS', 'Airbags', 'Régulateur De Vitesse']"
Volkswagen Touran Diesel Automatique 2017,AUTO BABA,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,6 CV,12 Images,"Voitures d'occasion, à vendre",Aïn Chock,Dédouanée,Excellent,Volkswagen,Touran,2017,5,Oui,100 000 - 109 999,"['Vitres Électriques', 'Jantes Aluminium', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Airbags', 'Sièges Cuir', 'ABS', 'ESP', 'Système De Navigation/GPS', 'Toit Ouvrant', 'Caméra De Recul']"
Volkswagen Tiguan R line,yassine,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,8 CV,5 Images,"Voitures d'occasion, à vendre",Diour Jamaa,Dédouanée,Neuf,Volkswagen,Tiguan,2021,5,Oui,100 000 - 109 999,"['Jantes Aluminium', 'Toit Ouvrant', 'Vitres Électriques', 'Airbags', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance', 'ESP', 'Radar De Recul', 'Système De Navigation/GPS', 'Ordinateur De Bord', 'ABS', 'Régulateur De Vitesse', 'Limiteur De Vitesse', 'Sièges Cuir', 'Caméra De Recul', 'Climatisation']"
KIFAL - TOYOTA C-HR,KIFAL AUTO,169 000 DH,Casablanca,Hybride,,10 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,,,Toyota,C-HR,2018,,,170 000 - 179 999,[]
KIFAL - TOYOTA Fortuner,KIFAL AUTO,415 000 DH,Marrakech,Diesel,,10 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,,,Toyota,fortuner,2020,,,65 000 - 69 999,[]
Dacia dokker loureat 6 porte,madame ghafir,135 000 DH,Casablanca,Diesel,Manuelle,6 CV,3 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,,Dacia,Dokker,2021,,,100 000 - 109 999,"['Climatisation', 'Ordinateur De Bord', 'Caméra De Recul', 'Limiteur De Vitesse', 'Système De Navigation/GPS', 'CD/MP3/Bluetooth', 'Airbags', 'Régulateur De Vitesse', 'Vitres Électriques', 'Radar De Recul', 'Verrouillage Centralisé À Distance', 'ABS', 'ESP']"
Hyundai i 30 Diesel Automatique 2022 à Casablanca,Auto24 - Occasions Certifiées Maroc,250 000 DH,Casablanca,Diesel,Automatique,6 CV,5 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,i 30,2022,5,Oui,50 000 - 54 999,"['Vitres Électriques', 'ABS', 'Airbags', 'Système De Navigation/GPS', 'Climatisation', 'Radar De Recul', 'ESP', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Toit Ouvrant', 'Verrouillage Centralisé À Distance', 'Caméra De Recul', 'Jantes Aluminium', 'Limiteur De Vitesse']"
KIFAL - SKODA Octavia,KIFAL AUTO,232 000 DH,Agadir,Diesel,,8 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,,,Skoda,Octavia,2021,,,35 000 - 39 999,[]
KIFAL - LAND-ROVER Range rover vogue,KIFAL AUTO,432 000 DH,Marrakech,Diesel,,12 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,,,Land Rover,range_rover_vogue,2016,,,180 000 - 189 999,[]
Peugeot 3008 Diesel Automatique 2022 à Casablanca,Auto24 - Occasions Certifiées Maroc,335 000 DH,Casablanca,Diesel,Automatique,8 CV,5 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Peugeot,3008,2022,5,Oui,30 000 - 34 999,"['Climatisation', 'Caméra De Recul', 'CD/MP3/Bluetooth', 'Système De Navigation/GPS', 'Vitres Électriques', 'ESP', 'Radar De Recul', 'Ordinateur De Bord', 'Régulateur De Vitesse', 'Toit Ouvrant', 'ABS', 'Verrouillage Centralisé À Distance', 'Airbags', 'Limiteur De Vitesse']"
Ford Transit Connect 7 places 2019 1ere main,Mehdi,139 000 DH,Casablanca,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Oulfa,WW au Maroc,Excellent,Ford,CONNECT,2019,5,Oui,80 000 - 84 999,"['ABS', 'Limiteur De Vitesse', 'Radar De Recul', 'Airbags', 'Vitres Électriques', 'ESP', 'CD/MP3/Bluetooth', 'Ordinateur De Bord', 'Régulateur De Vitesse', 'Verrouillage Centralisé À Distance', 'Climatisation']"
Volkswagen Touran Diesel Automatique 2018,AUTO BABA,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,6 CV,15 Images,"Voitures d'occasion, à vendre",Aïn Chock,Dédouanée,Excellent,Volkswagen,Touran,2018,5,Oui,120 000 - 129 999,"['ESP', 'Airbags', 'Système De Navigation/GPS', 'Toit Ouvrant', 'Radar De Recul', 'Limiteur De Vitesse', 'Sièges Cuir', 'ABS', 'Climatisation', 'Vitres Électriques', 'Verrouillage Centralisé À Distance', 'Caméra De Recul', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'Régulateur De Vitesse', 'Ordinateur De Bord']"
Volkswagen T-Roc Diesel Automatique 2023 à Tanger,mohamed,330 000 DH,Tanger,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Neuf,Volkswagen,t-roc,2023,5,Oui,10 000 - 14 999,[]
KIFAL - MERCEDES-BENZ Classe C,KIFAL AUTO,593 000 DH,Casablanca,Diesel,,8 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,,,Mercedes-Benz,Classe C,2019,,,120 000 - 129 999,[]
